Category,Country,Customer Name,Discount,Order Date,Order ID,Product Name,Profit,Quantity,Region,Returned,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
Office Supplies,United States,William Brown,0,15/01/15,CA-2013-137848,"#10 Gummed Flap White Envelopes, 100/Box",7.5992,4,East,,16.52,Consumer,21/01/15,Standard Class,New York,Envelopes
Office Supplies,United States,William Brown,0,15/01/15,CA-2013-137848,Xerox 1959,28.8576,9,East,,60.12,Consumer,21/01/15,Standard Class,New York,Paper
Office Supplies,United States,Eric Hoffmann,0.2,16/01/15,CA-2013-121755,Wilson Jones Active Use Binders,4.2224,2,West,,11.648,Consumer,20/01/15,Second Class,California,Binders
Technology,United States,Eric Hoffmann,0,16/01/15,CA-2013-121755,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,11.7741,3,West,,90.57,Consumer,20/01/15,Second Class,California,Accessories
Technology,United States,Dionis Lloyd,0,17/01/15,CA-2013-106558,First Data FD10 PIN Pad,31.6,4,South,,316,Corporate,21/01/15,Standard Class,Georgia,Accessories
Furniture,United States,Chuck Clark,0,17/01/15,CA-2013-116736,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",64.518,3,East,Yes,322.59,Home Office,21/01/15,Standard Class,New Hampshire,Furnishings
Technology,United States,Chuck Clark,0,17/01/15,CA-2013-116736,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,13.1956,1,East,Yes,29.99,Home Office,21/01/15,Standard Class,New Hampshire,Accessories
Technology,United States,Chuck Clark,0,17/01/15,CA-2013-116736,Logitech G19 Programmable Gaming Keyboard,66.9546,3,East,Yes,371.97,Home Office,21/01/15,Standard Class,New Hampshire,Accessories
Furniture,United States,Tamara Dahlen,0.2,21/01/15,US-2013-167339,Global Ergonomic Managers Chair,76.0116,7,West,,1013.488,Consumer,23/01/15,Second Class,California,Chairs
Furniture,United States,Tamara Dahlen,0.2,21/01/15,US-2013-167339,Global Super Steno Chair,-5.7588,2,West,,153.568,Consumer,23/01/15,Second Class,California,Chairs
Office Supplies,United States,Marc Crier,0,22/01/15,CA-2013-146318,Xerox 218,6.2208,2,West,,12.96,Consumer,27/01/15,Standard Class,Washington,Paper
Technology,United States,Bradley Talbott,0.2,22/01/15,CA-2013-148208,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",15.8631,3,East,,55.176,Home Office,27/01/15,Standard Class,Ohio,Accessories
Technology,United States,Bradley Talbott,0.4,22/01/15,CA-2013-148208,Panasonic Kx-TS550,-20.2356,4,East,,110.376,Home Office,27/01/15,Standard Class,Ohio,Phones
Furniture,United States,Carlos Meador,0.2,22/01/15,US-2013-135923,"Sauder Forest Hills Library, Woodland Oak Finish",-67.6704,4,South,,451.136,Consumer,28/01/15,Standard Class,North Carolina,Bookcases
Furniture,United States,Carlos Meador,0.2,22/01/15,US-2013-135923,Eldon Pizzaz Desk Accessories,4.2816,8,South,,14.272,Consumer,28/01/15,Standard Class,North Carolina,Furnishings
Furniture,United States,Anthony Johnson,0,22/01/15,CA-2013-138079,"Contract Clock, 14"", Brown",37.366,5,West,,109.9,Corporate,28/01/15,Standard Class,Washington,Furnishings
Office Supplies,United States,Paul Gonzalez,0,22/01/15,CA-2013-111010,Bagged Rubber Bands,0.3024,6,East,,7.56,Consumer,28/01/15,Standard Class,New Jersey,Fasteners
Office Supplies,United States,Carlos Meador,0.2,22/01/15,US-2013-135923,Fellowes Mighty 8 Compact Surge Protector,6.4864,4,South,,64.864,Consumer,28/01/15,Standard Class,North Carolina,Appliances
Office Supplies,United States,Frank Preis,0,22/01/15,CA-2013-125850,Avery 475,22.2,3,West,,44.4,Consumer,28/01/15,Standard Class,California,Labels
Office Supplies,United States,Frank Preis,0,22/01/15,CA-2013-125850,Avery 476,9.499,5,West,,20.65,Consumer,28/01/15,Standard Class,California,Labels
Office Supplies,United States,Toby Braunhardt,0.2,22/01/15,US-2013-155180,Wilson Jones data.warehouse D-Ring Binders with DublLock,9.2176,4,East,,26.336,Consumer,29/01/15,Standard Class,New York,Binders
Office Supplies,United States,Claudia Bergmann,0,23/01/15,US-2013-165505,4009 Highlighters,2.7336,6,East,,8.04,Corporate,27/01/15,Standard Class,Vermont,Art
Office Supplies,United States,Claudia Bergmann,0,23/01/15,US-2013-165505,Iceberg Mobile Mega Data/Printer Cart,406.7154,13,East,,1564.29,Corporate,27/01/15,Standard Class,Vermont,Storage
Technology,United States,Claudia Bergmann,0,23/01/15,US-2013-165505,Logitech Wireless Marathon Mouse M705,42.9914,2,East,,99.98,Corporate,27/01/15,Standard Class,Vermont,Accessories
Furniture,United States,Christy Brittain,0,23/01/15,CA-2013-113656,"DAX Cubicle Frames, 8-1/2 x 11",21.5964,7,West,,59.99,Consumer,29/01/15,Standard Class,California,Furnishings
Office Supplies,United States,Henry Goldwyn,0,24/01/15,CA-2013-109407,XtraLife ClearVue Slant-D Ring Binders by Cardinal,15.68,4,South,,31.36,Corporate,26/01/15,Second Class,Mississippi,Binders
Office Supplies,United States,Todd Boyes,0,25/01/15,CA-2013-153346,"Dixon Ticonderoga Maple Cedar Pencil, #2",2.3025,3,East,,9.21,Corporate,27/01/15,First Class,New Jersey,Art
Office Supplies,United States,Todd Boyes,0,25/01/15,CA-2013-153346,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",8.28,5,East,,18,Corporate,27/01/15,First Class,New Jersey,Paper
Furniture,United States,Jonathan Doherty,0,25/01/15,CA-2013-168046,Tenex B1-RE Series Chair Mats for Low Pile Carpets,7.8166,1,East,,45.98,Corporate,28/01/15,Second Class,New York,Furnishings
Furniture,United States,Jonathan Doherty,0.4,25/01/15,CA-2013-168046,Chromcraft Round Conference Tables,-99.3453,3,East,,313.722,Corporate,28/01/15,Second Class,New York,Tables
Office Supplies,United States,Jonathan Doherty,0.2,25/01/15,CA-2013-168046,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",15.092,5,East,,43.12,Corporate,28/01/15,Second Class,New York,Binders
Office Supplies,United States,Jonathan Doherty,0,25/01/15,CA-2013-168046,"SAFCO Commercial Wire Shelving, 72h",0,7,East,,428.68,Corporate,28/01/15,Second Class,New York,Storage
Office Supplies,United States,Henry Goldwyn,0,28/01/15,CA-2013-146437,Newell 345,10.3168,2,West,,39.68,Corporate,01/02/15,Second Class,California,Art
Office Supplies,United States,Steven Cartwright,0.2,30/01/15,CA-2013-153661,GBC Wire Binding Strips,17.7744,2,West,,50.784,Consumer,31/01/15,First Class,California,Binders
Office Supplies,United States,Steven Cartwright,0,30/01/15,CA-2013-153661,Avery 512,12.2247,9,West,,26.01,Consumer,31/01/15,First Class,California,Labels
Office Supplies,United States,Steven Cartwright,0,30/01/15,CA-2013-153661,"File Shuttle II and Handi-File, Black",76.2525,9,West,,305.01,Consumer,31/01/15,First Class,California,Storage
Furniture,United States,Tim Brockman,0,30/01/15,US-2013-166660,O'Sullivan 2-Shelf Heavy-Duty Bookcases,7.7728,1,West,,48.58,Consumer,01/02/15,Second Class,Washington,Bookcases
Furniture,United States,Tim Brockman,0.2,30/01/15,US-2013-166660,Global Deluxe High-Back Office Chair in Storm,-59.8356,4,West,,435.168,Consumer,01/02/15,Second Class,Washington,Chairs
Furniture,United States,David Flashing,0.5,30/01/15,CA-2013-168032,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,-538.446,3,Central,,626.1,Consumer,03/02/15,Standard Class,Illinois,Tables
Office Supplies,United States,David Flashing,0.8,30/01/15,CA-2013-168032,Avery Durable Binders,-2.6784,3,Central,,1.728,Consumer,03/02/15,Standard Class,Illinois,Binders
Office Supplies,United States,Jeremy Farry,0.2,30/01/15,CA-2013-164483,Heavy-Duty E-Z-D Binders,5.8914,2,West,,17.456,Consumer,03/02/15,Standard Class,California,Binders
Technology,United States,David Flashing,0.2,30/01/15,CA-2013-168032,Nokia Lumia 1020,143.9968,4,Central,,1439.968,Consumer,03/02/15,Standard Class,Illinois,Phones
Office Supplies,United States,Harold Engle,0.2,30/01/15,CA-2013-114944,Xerox 1943,52.8228,4,Central,,156.512,Corporate,04/02/15,Standard Class,Illinois,Paper
Office Supplies,United States,Aimee Bixby,0.2,31/01/15,CA-2013-147970,Xerox 1994,5.4432,3,Central,,15.552,Consumer,02/02/15,Second Class,Texas,Paper
Office Supplies,United States,Jason Klamczynski,0,31/01/15,CA-2013-158043,Staple envelope,11.68,2,East,,23.36,Corporate,04/02/15,Second Class,New Jersey,Envelopes
Office Supplies,United States,Sample Company A,0,31/01/15,CA-2013-129238,Easy-staple paper,27.783,5,West,,56.7,Home Office,04/02/15,Standard Class,California,Paper
Technology,United States,Sample Company A,0.2,31/01/15,CA-2013-129238,AT&T 1080 Phone,8.2194,1,West,,109.592,Home Office,04/02/15,Standard Class,California,Phones
Office Supplies,United States,Ben Ferrer,0,31/01/15,CA-2013-159891,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,635.495,1,South,,1270.99,Home Office,06/02/15,Standard Class,Georgia,Binders
Office Supplies,United States,Ben Ferrer,0,31/01/15,CA-2013-159891,"#10 White Business Envelopes,4 1/8 x 9 1/2",58.9192,8,South,,125.36,Home Office,06/02/15,Standard Class,Georgia,Envelopes
Office Supplies,United States,Cyma Kinney,0,01/02/15,US-2013-140809,X-Rack File for Hanging Folders,14.677,5,South,,56.45,Corporate,03/02/15,First Class,Virginia,Storage
Office Supplies,United States,Suzanne McNair,0,01/02/15,CA-2013-154067,Xerox 1883,48.5392,4,West,,105.52,Corporate,07/02/15,Standard Class,California,Paper
Furniture,United States,Sanjit Engle,0,02/02/15,CA-2013-158841,Acrylic Self-Standing Desk Frames,7.1022,7,South,,18.69,Consumer,04/02/15,Second Class,Virginia,Furnishings
Office Supplies,United States,Sanjit Engle,0,02/02/15,CA-2013-158841,Presstex Flexible Ring Binders,18.2,8,South,,36.4,Consumer,04/02/15,Second Class,Virginia,Binders
Technology,United States,Sanjit Engle,0,02/02/15,CA-2013-158841,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2799.984,5,South,,8749.95,Consumer,04/02/15,Second Class,Virginia,Machines
Office Supplies,United States,Adrian Barton,0,02/02/15,CA-2013-147431,"Belkin 19"" Center-Weighted Shelf, Gray",5.898,2,East,,117.96,Consumer,07/02/15,Standard Class,New York,Storage
Furniture,United States,Noel Staavos,0.6,02/02/15,CA-2013-144645,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",-77.4732,2,Central,,73.784,Corporate,08/02/15,Standard Class,Texas,Furnishings
Furniture,United States,Liz Carlisle,0,03/02/15,CA-2013-118514,Hon Multipurpose Stacking Arm Chairs,225.264,4,South,,866.4,Consumer,10/02/15,Standard Class,Kentucky,Chairs
Furniture,United States,Tracy Blumstein,0.2,04/02/15,CA-2013-117912,Nu-Dell Float Frame 11 x 14 1/2,3.9512,2,West,,14.368,Consumer,08/02/15,Standard Class,Arizona,Furnishings
Office Supplies,United States,Jennifer Braxton,0,04/02/15,CA-2013-101189,Safco Commercial Shelving,3.7208,2,West,,93.02,Corporate,09/02/15,Standard Class,California,Storage
Technology,United States,Maribeth Schnelling,0,04/02/15,CA-2013-150077,AT&T 17929 Lendline Telephone,23.5248,2,East,Yes,90.48,Consumer,10/02/15,Standard Class,Maryland,Phones
Furniture,United States,Paul Prost,0,05/02/15,US-2013-108504,"Bush Andora Bookcase, Maple/Graphite Gray Finish",52.7956,2,South,,239.98,Home Office,05/02/15,Same Day,Georgia,Bookcases
Furniture,United States,Paul Prost,0,05/02/15,US-2013-108504,"Eldon 200 Class Desk Accessories, Black",7.1592,3,South,,18.84,Home Office,05/02/15,Same Day,Georgia,Furnishings
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,Ames Color-File Green Diamond Border X-ray Mailers,78.9412,2,South,,167.96,Home Office,05/02/15,Same Day,Georgia,Envelopes
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,Revere Boxed Rubber Bands by Revere,0.189,5,South,,9.45,Home Office,05/02/15,Same Day,Georgia,Fasteners
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,White Computer Printout Paper by Universal,170.9316,9,South,,348.84,Home Office,05/02/15,Same Day,Georgia,Paper
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",60.2553,3,South,,122.97,Home Office,05/02/15,Same Day,Georgia,Paper
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,Xerox 1943,160.9139,7,South,,342.37,Home Office,05/02/15,Same Day,Georgia,Paper
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,"Belkin 19"" Vented Equipment Shelf, Black",1.5444,3,South,,154.44,Home Office,05/02/15,Same Day,Georgia,Storage
Office Supplies,United States,Paul Prost,0,05/02/15,US-2013-108504,"Carina 42""Hx23 3/4""W Media Storage Unit",1.6196,1,South,,80.98,Home Office,05/02/15,Same Day,Georgia,Storage
Technology,United States,Paul Prost,0,05/02/15,US-2013-108504,Aastra 57i VoIP phone,126.0558,3,South,,484.83,Home Office,05/02/15,Same Day,Georgia,Phones
Technology,United States,Paul Prost,0,05/02/15,US-2013-108504,Plantronics Cordless Phone Headset with In-line Volume - M214C,28.3095,3,South,,104.85,Home Office,05/02/15,Same Day,Georgia,Phones
Furniture,United States,Annie Zypern,0.2,05/02/15,CA-2013-100993,Chromcraft Round Conference Tables,6.9716,4,West,,557.728,Consumer,10/02/15,Standard Class,California,Tables
Office Supplies,United States,Annie Zypern,0,05/02/15,CA-2013-100993,Avery 508,7.2177,3,West,,14.73,Consumer,10/02/15,Standard Class,California,Labels
Office Supplies,United States,Annie Zypern,0,05/02/15,CA-2013-100993,"Fellowes Mobile File Cart, Black",50.3658,3,West,,186.54,Consumer,10/02/15,Standard Class,California,Storage
Technology,United States,Annie Zypern,0.2,05/02/15,CA-2013-100993,Anker Astro 15000mAh USB Portable Charger,-31.9936,4,West,,159.968,Consumer,10/02/15,Standard Class,California,Phones
Furniture,United States,Karen Bern,0.2,06/02/15,CA-2013-125017,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",-18.1808,4,South,,132.224,Corporate,11/02/15,Standard Class,Tennessee,Furnishings
Office Supplies,United States,Christina Anderson,0,07/02/15,CA-2013-106894,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,3.6018,3,South,,7.83,Consumer,07/02/15,Same Day,Virginia,Labels
Technology,United States,Christina Anderson,0,07/02/15,CA-2013-106894,Micro Innovations USB RF Wireless Keyboard with Mouse,21,4,South,,100,Consumer,07/02/15,Same Day,Virginia,Accessories
Office Supplies,United States,Bobby Elias,0.2,07/02/15,CA-2013-161662,Xerox 1912,10.6232,2,East,,30.352,Consumer,09/02/15,First Class,Ohio,Paper
Technology,United States,Erica Bern,0.2,07/02/15,CA-2013-135461,Motorola L703CM,38.9975,5,West,,623.96,Corporate,10/02/15,Second Class,California,Phones
Technology,United States,Cathy Hwang,0.2,08/02/15,CA-2013-109344,Samsung Galaxy S4 Mini,126.8973,3,South,,1127.976,Home Office,11/02/15,Second Class,North Carolina,Phones
Furniture,United States,Mark Haberlin,0.3,08/02/15,CA-2013-163048,Harbour Creations Steel Folding Chair,0,4,Central,,241.5,Corporate,15/02/15,Standard Class,Texas,Chairs
Technology,United States,Justin Ritter,0,09/02/15,US-2013-112396,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,39.5868,3,West,,89.97,Corporate,13/02/15,Standard Class,California,Accessories
Technology,United States,Justin Ritter,0,09/02/15,US-2013-112396,Maxell 4.7GB DVD+RW 3/Pack,11.151,2,West,,31.86,Corporate,13/02/15,Standard Class,California,Accessories
Technology,United States,Phillip Breyer,0,11/02/15,CA-2013-164938,Mediabridge Sport Armband iPhone 5s,0.6993,7,Central,,69.93,Corporate,13/02/15,First Class,Oklahoma,Phones
Office Supplies,United States,John Stevenson,0,12/02/15,CA-2013-110492,"Avery Durable Slant Ring Binders, No Labels",7.4824,4,South,,15.92,Consumer,14/02/15,First Class,Georgia,Binders
Office Supplies,United States,John Stevenson,0,12/02/15,CA-2013-110492,Tennsco Double-Tier Lockers,175.5156,6,South,,1350.12,Consumer,14/02/15,First Class,Georgia,Storage
Office Supplies,United States,Ross DeVincentis,0,13/02/15,CA-2013-112942,Tops Green Bar Computer Printout Paper,73.41,3,West,,146.82,Home Office,18/02/15,Standard Class,California,Paper
Furniture,United States,Dave Kipp,0,14/02/15,CA-2013-134334,Regeneration Desk Collection,4.6464,6,East,,10.56,Consumer,15/02/15,First Class,Maryland,Furnishings
Furniture,United States,Dave Kipp,0.3,14/02/15,CA-2013-134334,Bevis Boat-Shaped Conference Table,-47.1798,3,East,,550.431,Consumer,15/02/15,First Class,Maryland,Tables
Office Supplies,United States,Dave Kipp,0,14/02/15,CA-2013-134334,Economy #2 Pencils,2.0748,3,East,,7.98,Consumer,15/02/15,First Class,Maryland,Art
Office Supplies,United States,Dave Kipp,0,14/02/15,CA-2013-134334,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",2.1465,1,East,,4.77,Consumer,15/02/15,First Class,Maryland,Paper
Office Supplies,United States,Fred McMath,0,14/02/15,CA-2013-146150,Panasonic KP-150 Electric Pencil Sharpener,68.6868,7,South,,264.18,Consumer,19/02/15,Standard Class,Mississippi,Art
Office Supplies,United States,Patrick Gardner,0.2,15/02/15,US-2013-162859,GBC DocuBind P100 Manual Binding Machine,124.485,3,East,,398.352,Consumer,22/02/15,Standard Class,New York,Binders
Office Supplies,United States,Patrick Gardner,0,15/02/15,US-2013-162859,Advantus Push Pins,3.5752,4,East,,8.72,Consumer,22/02/15,Standard Class,New York,Fasteners
Furniture,United States,John Dryer,0,16/02/15,CA-2013-134138,Hon Comfortask Task/Swivel Chairs,36.4736,2,East,,227.96,Consumer,20/02/15,Standard Class,New Jersey,Chairs
Furniture,United States,Jill Fjeld,0.1,16/02/15,CA-2013-105781,Hon Every-Day Chair Series Swivel Task Chairs,39.9234,3,East,,326.646,Consumer,20/02/15,Standard Class,New York,Chairs
Furniture,United States,Erin Ashbrook,0.3,16/02/15,CA-2013-168956,"Global Stack Chair with Arms, Black",-2.6982,3,Central,,62.958,Corporate,20/02/15,Standard Class,Illinois,Chairs
Office Supplies,United States,Erin Ashbrook,0.8,16/02/15,CA-2013-168956,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,-225.5568,6,Central,,92.064,Corporate,20/02/15,Standard Class,Illinois,Appliances
Office Supplies,United States,Erin Ashbrook,0.2,16/02/15,CA-2013-168956,Advantus Push Pins,1.8312,4,Central,,6.976,Corporate,20/02/15,Standard Class,Illinois,Fasteners
Office Supplies,United States,Erin Ashbrook,0.2,16/02/15,CA-2013-168956,Xerox 206,1.8144,1,Central,,5.184,Corporate,20/02/15,Standard Class,Illinois,Paper
Technology,United States,Jill Fjeld,0,16/02/15,CA-2013-105781,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,39.5868,3,East,,89.97,Consumer,20/02/15,Standard Class,New York,Accessories
Furniture,United States,Giulietta Weimer,0,16/02/15,CA-2013-108105,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,34.9888,4,South,,318.08,Consumer,23/02/15,Standard Class,Kentucky,Furnishings
Office Supplies,United States,Giulietta Weimer,0,16/02/15,CA-2013-108105,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,2.61,1,South,,5.8,Consumer,23/02/15,Standard Class,Kentucky,Binders
Office Supplies,United States,Greg Tran,0,19/02/15,CA-2013-106460,Xerox 1880,33.3136,2,West,,70.88,Consumer,22/02/15,Second Class,California,Paper
Office Supplies,United States,Cyma Kinney,0,19/02/15,CA-2013-101630,Staple-on labels,4.0749,3,East,,8.67,Corporate,23/02/15,Second Class,New York,Labels
